"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-31.9889027798314,20.923351734986,-1.52886130219484,0.133001782984102
"2","msmt_temp_C",2.15568691246336,0.83523264251052,2.58094188702187,0.0130348648671149
