"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-11.7145325561309,16.5233415748573,-0.708968733900426,0.481845963250414
"2","Plasma_Osmol_Rep_mean",0.104309942735177,0.0510995797731173,2.04130725141604,0.0468570414552358
