"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",34.4441667258787,6.80160384270428,5.06412421576495,6.77018240478419e-06
"2","SMI",-0.0266953217794284,0.0144803594819096,-1.84355380215381,0.0715582955857734
