"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-28.6487247942925,21.8936095098879,-1.30854278648542,0.197333304321021
"2","msmt_temp_C",2.12252775742462,0.800040711611094,2.65302468564425,0.010982657176032
"3","SVL_cm",0.0934489531112778,0.0605146282376546,1.54423741552675,0.129534925654201
"4","SMI",-0.0210497869916568,0.0138795649395721,-1.51660279578661,0.136361082678527
